Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3]
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,10194,Actinopterygii,Juvenile,1,1,79.3,0.0126,11095.6,0,5530.56,0.0697
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,135220,Scyphozoa,Ephyra,1,1,79.3,0.0126,2460.1,0,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,106748,Atelecyclidae,Megalopa,12,1,79.3,0.1513,1223.7,7.8,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,117849,Aglantha digitale, ,5,0.25,79.3,0.2522,2287.3,71,443.62,0.1119
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,117849,Aglantha digitale, ,1,1,79.3,0.0126,9033.2,0,10023.42,0.1264
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,13551,Anthoathecata, ,22,0.5,79.3,0.5549,2241.8,25.7,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,117834,Proboscidactyla flavicirrata, ,13,0.5,79.3,0.3279,2428.9,31.7,1021.01,0.3348
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,15029,Pandeidae, ,16,1,79.3,0.2018,3342.3,21.1,3508.88,0.7080
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,13552,Leptothecata, ,2,1,79.3,0.0252,23460,117.8,791925.72,19.9729
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,116998,Aequorea, ,4,1,79.3,0.0504,101750,26.1,76715114.5,3869.6149
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,117030,Clytia, ,44,0.5,79.3,1.1097,10616,47.6,25578.21,28.3844
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,106273,Evadne nordmanni, ,2,0.0625,79.3,0.4035,970.3,6.5,239.39,0.0966
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,103413,Oikopleura labradoriensis, ,41,0.0625,79.3,8.2724,579.4,34.1,59.43,0.4916
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,1035143,Solmundaegina nematophora, ,2,1,79.3,0.0252,5603.2,19.8,9436.45,0.2380
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,135333,Calycophorae, ,13,0.0625,79.3,2.6230,1712.4,15.9,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,135333,Calycophorae, ,1,0.0625,79.3,0.2018,1984.2,0,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,135333,Calycophorae, ,30,0.0625,79.3,6.0530,2554.2,20.5,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,135335,Physonectae,Pneumatophore,11,1,79.3,0.1387,1346.6,30.6,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,1371,Siphonophorae, ,17,0.0625,79.3,3.4300,4168.1,51.4,1174.74,4.0294
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,237851,Euphausia pacifica,Juvenile,1,1,79.3,0.0126,16864.3,0,65117.92,0.8212
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,237851,Euphausia pacifica,AM,1,1,79.3,0.0126,15548.9,0,50778.43,0.6403
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,137215,Doliolidae,Gonozooid,56,0.125,79.3,5.6494,3648.3,40.3,701.61,3.9637
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,137215,Doliolidae,Nurse,8,1,79.3,0.1009,7287.1,63.5,3153.38,0.3181
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,238010,Thalassocalyce, ,2,1,79.3,0.0252,1566.2,24.4,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-01T21:56:23-0800,2020-09-01T22:21:29-0800,-149.4679,59.8444,269,GAK01,5,20,0,100749,Peachia,Larvae,1,1,79.3,0.0126,2776.4,0,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,104112,Aetideus,C5,1,0.5,70.8,0.0282,1372.6,0,252.63,0.0071
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196770,Calanus marshallae,C4,1,0.5,70.8,0.0282,2083.5,0,603.06,0.0170
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196770,Calanus marshallae,C5,129,0.5,70.8,3.6441,2597.8,5.5,1217.12,4.4353
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196770,Calanus marshallae,C6 AF,7,0.5,70.8,0.1977,2897.4,6.2,1715.61,0.3392
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196770,Calanus marshallae,C6 AM,9,0.5,70.8,0.2542,2807.6,3.4,1542.7,0.3922
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196771,Calanus pacificus,C5,1,0.5,70.8,0.0282,1673.9,0,307.38,0.0087
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196771,Calanus pacificus,C6 AF,1,0.5,70.8,0.0282,1979.6,0,529.02,0.0149
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,104470,Neocalanus cristatus,C4,2,0.5,70.8,0.0565,4224.2,0.7,4267.43,0.2411
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,104470,Neocalanus cristatus,C5,6,1,70.8,0.0847,6028.8,3,12061.05,1.0221
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196772,Neocalanus plumchrus,C5,3,1,70.8,0.0424,3700.7,1.4,2952.37,0.1251
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,104468,Mesocalanus tenuicornis,C6 AF,1,0.5,70.8,0.0282,1499.7,0,224.41,0.0063
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196775,Eucalanus bungii,C3,11,0.5,70.8,0.3107,2634.4,6,433.64,0.1347
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196775,Eucalanus bungii,C4,65,0.5,70.8,1.8362,3452.3,4.5,1001.97,1.8398
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196775,Eucalanus bungii,C5,16,0.5,70.8,0.4520,4315.4,5.3,2012.19,0.9095
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196775,Eucalanus bungii,C6 AF,1,1,70.8,0.0141,5984,0,5517.93,0.0779
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196779,Paraeuchaeta elongata,C3,3,0.5,70.8,0.0847,1837.1,2.8,430.57,0.0365
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196783,Metridia okhotensis,C5,2,0.5,70.8,0.0565,1855.3,4.4,662.56,0.0374
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196784,Metridia pacifica,C5,107,0.5,70.8,3.0226,1347.9,8.2,225.14,0.6805
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196784,Metridia pacifica,C6 AF,7,0.5,70.8,0.1977,1831.9,5.1,570.68,0.1128
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,196784,Metridia pacifica,C6 AM,3,0.5,70.8,0.0847,1221.4,2.7,163.06,0.0138
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,105440,Parasagitta elegans, ,19,1,70.8,0.2684,16100.6,21.4,7755.55,2.0813
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,105416,Eukrohnia hamata, ,2,1,70.8,0.0282,14153.6,9.3,4342.55,0.1227
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,139178,Clione limacina, ,2,1,70.8,0.0282,2110.8,16.9,1491.99,0.0421
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,140223,Limacina helicina, ,59,0.5,70.8,1.6667,896.4,21.3,207.99,0.3466
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,140223,Limacina helicina, ,14,1,70.8,0.1977,1897,12,1654.51,0.3272
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,254453,Themisto pacifica, ,17,1,70.8,0.2401,4938.8,24,4974.98,1.1946
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,237851,Euphausia pacifica,Juvenile,2,1,70.8,0.0282,7490.6,42.6,6966.14,0.1968
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,237872,Thysanoessa inspinata,Juvenile,4,1,70.8,0.0565,5515.1,2.6,3126.58,0.1766
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,237874,Thysanoessa spinifera,Juvenile,4,1,70.8,0.0565,9385.4,8.5,14292.39,0.8075
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,110708,Thysanoessa inermis,Juvenile,61,0.5,70.8,1.7232,9589.2,6.9,13773.11,23.7333
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,127482,Halocyprididae, ,2,1,70.8,0.0282,1558.5,2.5,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,1371,Siphonophorae,Nectophore,8,0.5,70.8,0.2260,2714.9,24,1129.09,0.2552
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,1371,Siphonophorae,Bract,2,0.5,70.8,0.0565,3064.1,45.3,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,107044,Pandalus,Juvenile,3,1,70.8,0.0424,14963.5,14.5,48275.35,2.0456
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,103413,Oikopleura labradoriensis, ,1,1,70.8,0.0141,2120.9,0,1289.67,0.0182
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,2,100,60,1371,Siphonophorae, ,15,0.5,70.8,0.4237,3448.5,64.1,896.2,0.3797
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196770,Calanus marshallae,C4,2,0.25,73.3,0.1091,1985.3,9.8,526.62,0.0575
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196770,Calanus marshallae,C5,50,0.25,73.3,2.7285,2592,5.4,1207.99,3.2960
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196770,Calanus marshallae,C6 AF,4,0.25,73.3,0.2183,2891.3,9,1719.64,0.3754
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196770,Calanus marshallae,C6 AM,2,0.25,73.3,0.1091,2883.7,2.9,1674.54,0.1828
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196771,Calanus pacificus,C5,1,0.25,73.3,0.0546,2049.2,0,591.63,0.0323
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196771,Calanus pacificus,C6 AF,1,0.25,73.3,0.0546,1915.2,0,475.37,0.0259
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,104470,Neocalanus cristatus,C3,3,1,73.3,0.0409,2631.2,2.7,1074.99,0.0440
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,104470,Neocalanus cristatus,C4,4,1,73.3,0.0546,4065.5,2.1,3819.84,0.2084
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,104470,Neocalanus cristatus,C5,1,1,73.3,0.0136,6720.2,0,16516.68,0.2253
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196772,Neocalanus plumchrus,C5,1,1,73.3,0.0136,3810.1,0,3221.78,0.0440
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196775,Eucalanus bungii,C3,9,0.25,73.3,0.4911,2639.7,5.3,435.22,0.2137
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196775,Eucalanus bungii,C4,33,0.25,73.3,1.8008,3417.6,5.2,973.08,1.7523
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196775,Eucalanus bungii,C5,12,0.25,73.3,0.6548,4300.7,6.5,1998.3,1.3086
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196779,Paraeuchaeta elongata,C3,2,1,73.3,0.0273,1769.2,3.7,381.33,0.0104
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196779,Paraeuchaeta elongata,C5,1,1,73.3,0.0136,4135.2,0,5969.38,0.0814
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196784,Metridia pacifica,C4,1,0.25,73.3,0.0546,983.5,0,83.6,0.0046
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196784,Metridia pacifica,C5,68,0.25,73.3,3.7108,1347.1,7.3,223.85,0.8307
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,196784,Metridia pacifica,C6 AF,7,0.25,73.3,0.3820,1867,7.7,610.59,0.2332
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,104811,Scolecithricella minor,C6 AF,4,0.25,73.3,0.2183,1225.7,2.7,182.08,0.0397
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,105440,Parasagitta elegans, ,5,1,73.3,0.0682,19043.6,19,12417.64,0.8470
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,139178,Clione limacina, ,4,1,73.3,0.0546,3851.8,59.4,7511.47,0.4099
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,140223,Limacina helicina, ,175,0.25,73.3,9.5498,893.9,21.2,206.73,1.9742
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,140223,Limacina helicina, ,39,1,73.3,0.5321,1789.9,15.1,1436.57,0.7643
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,103256,Hyperoche medusarum, ,1,1,73.3,0.0136,6094.5,0,8312.23,0.1134
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,254453,Themisto pacifica, ,4,1,73.3,0.0546,2667,29.8,894.13,0.0488
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,254453,Themisto pacifica, ,4,1,73.3,0.0546,5331.4,5.9,5453.41,0.2976
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,106777,Hippolytidae,Zoea,2,1,73.3,0.0273,4596,2.3,1345.66,0.0367
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,1128,Euphausiacea,Furcilia,1,1,73.3,0.0136,3340.9,0,310.98,0.0042
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,237851,Euphausia pacifica,Juvenile,3,1,73.3,0.0409,7816.2,86.6,17577.41,0.7194
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,237872,Thysanoessa inspinata,Juvenile,5,1,73.3,0.0682,4792.9,15.8,2181.18,0.1488
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,237874,Thysanoessa spinifera,Juvenile,6,1,73.3,0.0819,8089.2,28.8,10770.18,0.8816
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,110708,Thysanoessa inermis,Juvenile,21,1,73.3,0.2865,9184.6,8.2,12054.17,3.4534
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,101,Gastropoda,Echinospira,1,1,73.3,0.0136,1466.9,0,726.04,0.0099
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,1371,Siphonophorae,Nectophore,12,0.5,73.3,0.3274,2518.8,22.8,909.91,0.2979
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,1371,Siphonophorae,Bract,6,0.5,73.3,0.1637,2701.2,18.8,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,117849,Aglantha digitale, ,1,1,73.3,0.0136,6619.4,0,4065.3,0.0555
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,13552,Leptothecata, ,4,1,73.3,0.0546,40462.3,14.5,1366796.59,74.5864
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,103413,Oikopleura labradoriensis, ,2,1,73.3,0.0273,1695.7,19.1,758.37,0.0207
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,3,60,40,1371,Siphonophorae, ,15,0.25,73.3,0.8186,1770.7,23.6,208.01,0.1703
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,4,40,20,196770,Calanus marshallae,C4,3,0.25,87.8,0.1367,1923.5,12.1,484.61,0.0662
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,4,40,20,196770,Calanus marshallae,C5,127,0.25,87.8,5.7859,2571,7.1,1185.97,6.8619
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,4,40,20,196770,Calanus marshallae,C6 AF,9,0.25,87.8,0.4100,3014.5,5.3,1937.56,0.7944
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,4,40,20,196770,Calanus marshallae,C6 AM,1,0.25,87.8,0.0456,2440.7,0,990.76,0.0451
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,4,40,20,196771,Calanus pacificus,C6 AM,11,0.25,87.8,0.5011,1891.5,2.2,457.31,0.2292
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,4,40,20,104470,Neocalanus cristatus,C2,1,0.25,87.8,0.0456,1539.5,0,225.05,0.0103
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,4,40,20,104470,Neocalanus cristatus,C3,5,0.25,87.8,0.2278,2516.3,4.6,946.92,0.2157
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T23:02:01-0800,2020-09-02T23:22:57-0800,-148.9067,59.2626,169,GAK05,4,40,20,104470,Neocalanus cristatus,C4,2,0.25,87.8,0.0911,3836.1,3.9,3229.05,0.2942
