Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3]
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,116115,Microsetella norvegica, ,1,0.125,118.8,0.0673,318.2,0,3.52,0.0002
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,354841,Pleuromamma scutullata,C3,1,0.5,118.8,0.0168,1081.6,0,135.29,0.0023
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,354841,Pleuromamma scutullata,C6 AF,1,0.5,118.8,0.0168,2503.4,0,1439.55,0.0242
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,105440,Parasagitta elegans,Mat. Stg. III,4,1,118.8,0.0337,15940.5,21.9,7329.18,0.2468
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,105440,Parasagitta elegans,Mat. Stg. IV,2,1,118.8,0.0168,21778.9,20.9,18434.73,0.3103
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,105416,Eukrohnia hamata,Mat. Stg. II,54,0.25,118.8,1.8182,8331.1,27.8,844.17,1.5348
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,105416,Eukrohnia hamata,Mat. Stg. III,8,0.25,118.8,0.2694,16471.4,12.9,7984.98,2.1508
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,105416,Eukrohnia hamata,Mat. Stg. III,2,1,118.8,0.0168,15984.3,4,6670.71,0.1123
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,139178,Clione limacina, ,8,0.5,118.8,0.1347,3456.8,51.7,5739.33,0.7730
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,140223,Limacina helicina, ,50,0.25,118.8,1.6835,1199,31.5,559.88,0.9426
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,103367,Oikopleura, ,6,0.125,118.8,0.4040,1662.7,26.7,778.99,0.3147
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,103413,Oikopleura labradoriensis, ,1,0.25,118.8,0.0337,433.4,0,23.34,0.0008
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,101798,Hyperoche, ,1,1,118.8,0.0084,5887.6,0,7455.4,0.0628
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,180759,Primno macropa, ,3,0.5,118.8,0.0505,2638.5,42.9,862.62,0.0436
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,106789,Pandalidae,Juvenile,3,1,118.8,0.0253,4901.7,43.6,2746.42,0.0694
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,106738,Paguridae,Zoea,4,0.5,118.8,0.0673,2164.1,3,3423.88,0.2306
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,106749,Cancridae,Zoea,6,0.5,118.8,0.1010,800.8,27.4,1353.64,0.1367
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,1128,Euphausiacea,Calyptopis,7,0.5,118.8,0.1178,986.9,14.4,20.89,0.0025
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,1128,Euphausiacea,Furcilia,2,0.5,118.8,0.0337,1002.7,1.8,21.13,0.0007
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,237851,Euphausia pacifica,Juvenile,1,1,118.8,0.0084,13972,0,36425.89,0.3066
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,237872,Thysanoessa inspinata,Juvenile,1,1,118.8,0.0084,5784.8,0,3595.03,0.0303
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,127482,Halocyprididae, ,13,0.25,118.8,0.4377,1651.9,32.8,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,131568,Tomopteris septentrionalis, ,6,1,118.8,0.0505,11556.2,16.2,11874.5,0.5997
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,1082,Cirripedia,Nauplius,2,0.5,118.8,0.0337,728.7,9.3,26.61,0.0009
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,101,Gastropoda,Echinospira,1,1,118.8,0.0084,3783.6,0,10058.52,0.0847
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,135418,Dimophyes arctica,Anterior nectophore,14,0.25,118.8,0.4714,5302.9,34.6,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,135418,Dimophyes arctica,Posterior nectophore,2,0.25,118.8,0.0673,3520.2,3.6,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,135418,Dimophyes arctica,Eudoxid bract,2,0.25,118.8,0.0673,3037.7,15.1,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,135418,Dimophyes arctica,Eudoxid bract with gonophore,6,0.25,118.8,0.2020,4478.6,9.4,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,135418,Dimophyes arctica,Eudoxid gonophore,7,0.25,118.8,0.2357,3204,15.8,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,135365,Lensia,Anterior nectophore,1,1,118.8,0.0084,6586.2,0,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,10194,Actinopterygii,Egg,6,0.5,118.8,0.1010,765.6,8.6,272.38,0.0275
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,10194,Actinopterygii,Larvae,3,1,118.8,0.0253,4986.3,12.2,735.84,0.0186
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,107044,Pandalus,Juvenile,2,1,118.8,0.0168,8113.5,8.3,7899.73,0.1330
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,16349,Narcomedusae, ,1,1,118.8,0.0084,5864.5,0,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,117070,Sarsia, ,1,1,118.8,0.0084,4012,0,4583.78,0.0386
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,103413,Oikopleura labradoriensis, ,9,0.125,118.8,0.6061,1962.4,21.2,1140.71,0.6913
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,353708,Neocalanus flemingeri,C5,3,0.125,118.8,0.2020,3563.9,4.1,3400.25,0.6869
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,123084,Ophiuroidea,Post-pluteus,10,0.5,118.8,0.1684,1059.4,9.1,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,1035143,Solmundaegina nematophora, ,1,1,118.8,0.0084,7151.2,0,18373.47,0.1547
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,105409,Pseudosagitta,Mat. Stg. IV,1,1,118.8,0.0084,22942.1,0,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,1,162,100,105409,Pseudosagitta,Mat. Stg. VI,1,1,118.8,0.0084,39367.8,0,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,104257,Acartia longiremis,C6 AF,1,0.125,132.6,0.0603,1238.4,0,128.47,0.0078
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,104115,Bradyidius,C6 AF,1,0.125,132.6,0.0603,1773.7,0,567.09,0.0342
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196770,Calanus marshallae,C4,25,0.125,132.6,1.5083,2090.2,6.9,617.96,0.9321
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196770,Calanus marshallae,C5,45,0.125,132.6,2.7149,2729,4.9,1417.68,3.8489
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196770,Calanus marshallae,C6 AF,2,0.125,132.6,0.1207,2968.2,4.2,1836.07,0.2215
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,104470,Neocalanus cristatus,C2,4,0.125,132.6,0.2413,1647.2,3.5,274.81,0.0663
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,104470,Neocalanus cristatus,C3,17,0.125,132.6,1.0256,2764,2.9,1241.97,1.2738
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,104470,Neocalanus cristatus,C4,21,0.125,132.6,1.2670,4358.7,4.4,4699.78,5.9545
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,104470,Neocalanus cristatus,C5,12,0.125,132.6,0.7240,6220.5,3.8,13233.97,9.5812
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,353708,Neocalanus flemingeri,C5,26,0.125,132.6,1.5686,3559.8,6.6,3129.56,4.9091
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196772,Neocalanus plumchrus,C4,13,0.125,132.6,0.7843,2791,4.1,1268.41,0.9948
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196772,Neocalanus plumchrus,C5,50,0.125,132.6,3.0166,3615.6,5.2,2774.03,8.3681
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,104468,Mesocalanus tenuicornis,C6 AF,4,0.125,132.6,0.2413,1654.2,2.8,354.57,0.0856
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,104165,Pseudocalanus,C6 AF,7,0.125,132.6,0.4223,1330.2,5.1,155.78,0.0658
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196775,Eucalanus bungii,C2,1,0.125,132.6,0.0603,1971.9,0,174.11,0.0105
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196775,Eucalanus bungii,C3,8,0.125,132.6,0.4827,2876.4,2.2,564.78,0.2726
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196775,Eucalanus bungii,C4,12,0.125,132.6,0.7240,3759.2,3.5,1302.63,0.9431
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196775,Eucalanus bungii,C5,6,0.125,132.6,0.3620,5004.2,4.7,3181.79,1.1518
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196775,Eucalanus bungii,C6 AF,3,0.125,132.6,0.1810,5753.6,1.7,4886.11,0.8844
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196779,Paraeuchaeta elongata,C6 AF,1,1,132.6,0.0075,4729.7,0,9228.08,0.0696
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196779,Paraeuchaeta elongata,C3,8,0.125,132.6,0.4827,1843,3.1,435.59,0.2102
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196779,Paraeuchaeta elongata,C4,5,0.125,132.6,0.3017,2503.6,4.6,1180,0.3560
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196779,Paraeuchaeta elongata,C5,1,0.125,132.6,0.0603,3645.9,0,3968.18,0.2394
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196784,Metridia pacifica,C5,50,0.0625,132.6,6.0332,1472.3,6.2,292.72,1.7660
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,196784,Metridia pacifica,C6 AF,62,0.0625,132.6,7.4811,2062.2,8.1,831.5,6.2206
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,104784,Racovitzanus antarcticus,C6 AF,2,0.125,132.6,0.1207,1672,1.9,318.61,0.0384
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,349800,Candacia columbiae,C5,1,0.5,132.6,0.0151,2080.1,0,891.24,0.0134
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,349800,Candacia columbiae,C6 AF,1,0.5,132.6,0.0151,3323.8,0,3581.02,0.0540
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,349800,Candacia columbiae,C6 AM,1,0.5,132.6,0.0151,2794.4,0,2140.06,0.0323
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,105440,Parasagitta elegans, ,6,1,132.6,0.0452,19908,33,16848.27,0.7624
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,105416,Eukrohnia hamata, ,95,0.5,132.6,1.4329,10553.6,24.1,1942.62,2.7835
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,266259,Pseudosagitta scrippsae, ,1,1,132.6,0.0075,22319.5,0,14539.7,0.1097
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,139178,Clione limacina, ,10,0.5,132.6,0.1508,2325.6,23.8,1936.95,0.2921
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,139178,Clione limacina, ,1,1,132.6,0.0075,5257.6,0,10960.86,0.0827
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,140223,Limacina helicina, ,32,0.125,132.6,1.9306,890.4,26,215.24,0.4156
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,140223,Limacina helicina, ,15,0.5,132.6,0.2262,2585.6,16.5,4172.28,0.9440
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,103367,Oikopleura, ,11,0.125,132.6,0.6637,1929.9,22.2,1104.23,0.7328
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,254453,Themisto pacifica, ,3,0.5,132.6,0.0452,3569.5,32.8,2071.21,0.0937
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,180759,Primno macropa, ,2,1,132.6,0.0151,2972.9,4.9,897.88,0.0135
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,106777,Hippolytidae,Zoea,3,0.5,132.6,0.0452,6408.7,46.5,4546.54,0.2057
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,106789,Pandalidae,Zoea,16,1,132.6,0.1207,6034.1,46,5777.06,0.6971
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,106738,Paguridae,Zoea,4,1,132.6,0.0302,1933.5,12.3,2615.1,0.0789
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,148428,Oregoniinae,Zoea,1,0.5,132.6,0.0151,1232.1,0,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,106782,Crangonidae,Zoea,1,1,132.6,0.0075,1456.7,0,3067.28,0.0231
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,1128,Euphausiacea,Calyptopis,26,0.125,132.6,1.5686,2416.3,13.9,154.59,0.2425
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,1128,Euphausiacea,Furcilia,12,0.125,132.6,0.7240,3410.8,18.1,339.38,0.2457
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,237851,Euphausia pacifica,Juvenile,3,1,132.6,0.0226,13469.1,1.7,32585.6,0.7372
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,110679,Thysanoessa,Juvenile,1,1,132.6,0.0075,4644.9,0,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,237872,Thysanoessa inspinata,Juvenile,1,1,132.6,0.0075,6005.6,0,4016.19,0.0303
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,237874,Thysanoessa spinifera,AM,1,1,132.6,0.0075,14840.2,0,58785.04,0.4433
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,127482,Halocyprididae, ,4,0.5,132.6,0.0603,1554.8,16.4,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,129715,Tomopteris, ,4,1,132.6,0.0302,12976.8,10.5,15698.33,0.4736
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,101,Gastropoda, ,1,1,132.6,0.0075,3613.7,0,8854.57,0.0668
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,1248,Ctenophora, ,1,1,132.6,0.0075,19147.3,0,996788.38,7.5173
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,135418,Dimophyes arctica,Anterior nectophore,18,0.25,132.6,0.5430,2845.2,18.7,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,135418,Dimophyes arctica,Posterior nectophore,1,0.25,132.6,0.0302,3730.7,0,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,135418,Dimophyes arctica,Eudoxid bract,2,0.25,132.6,0.0603,3140.5,4.4,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,135418,Dimophyes arctica,Anterior nectophore,7,1,132.6,0.0528,6912,5.6,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,1371,Siphonophorae,Bract,2,0.125,132.6,0.1207,1779.1,32.6,0,0.0000
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,10194,Actinopterygii,Larvae,11,1,132.6,0.0830,6193.8,15.3,1186.28,0.0984
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,107044,Pandalus,Zoea,1,1,132.6,0.0075,27689.7,0,278279.44,2.0986
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,423632,Pandalus platyceros,Zoea,1,1,132.6,0.0075,5350.6,0,2330.34,0.0176
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,116994,Aegina, ,3,1,132.6,0.0226,5889.3,15.2,10422.83,0.2358
SKQ202006,Multinet,0.5,Oblique,500,2020-05-09T03:44:00-0800,2020-05-09T04:20:00-0800,-148.9082,59.2618,166.5,GAK05,2,100,60,13552,Leptothecata, ,1,1,132.6,0.0075,14445.1,0,40823.58,0.3079
